"order_id","origin_port","X3pl","customs_procedures","logistic_hub","customer","product_id","units","weight","material_handling","distance_port_hub","distance_hub_customer","distance_total"
"d6c49fcf8c49","Rotterdam","v_003","DTP","Venlo","Prague",1683407,569,2199,1,130.0459,601.1965,731.2424
"e286c7ed925c","Barcelona","v_002","DTD","Hamburg","Milan",1685332,422,1342,3,1473.6254,901.2353,2374.8607
"3b02f7595472","Athens","v_001","CRF","Lille","Naples",1699298,451,1084,4,2153.58,1391.226,3544.806
"a2ed6ed4146f","Rotterdam","v_004","CRF","Venlo","Lyon",1657437,449,674,2,130.0459,634.0662,764.1121
"f197d7b64403","Rotterdam","v_004","CRF","Warsaw","Lyon",1699583,506,2119,4,1135.6449,1384.9215,2520.5664
"805c9890bb77","Athens","v_002","DTP","Rome","Naples",1699553,569,1116,5,1053.5083,188.7287,1242.237
"a22ec8bb4e1b","Rotterdam","v_004","DTD","Lille","Vienna",1687384,455,434,2,173.9644,1001.0708,1175.0352
"e90b14951f95","Athens","v_002","CRF","Hamburg","Paris",1682865,602,2751,3,2025.2207,747.9185,2773.1392
"f8de4e59d938","Rotterdam","v_002","DTP","Rome","Barcelona",1620510,549,1308,4,1269.2365,859.9884,2129.2249
"83b9557376cb","Rotterdam","v_002","DTD","Venlo","Copenhagen",1666959,636,1830,3,130.0459,639.4113,769.4572
"c7232636ffc9","Barcelona","v_002","DTD","Warsaw","Paris",1700137,432,1074,5,1870.1057,1376.6802,3246.7859
"e8bf4788ba8b","Rotterdam","v_001","CRF","Venlo","Rome",1699465,494,1272,5,130.0459,1160.8464,1290.8923
"2bc8a11b16ff","Athens","v_003","DTD","Zaragoza","Athens",1700569,497,1445,0,0,2138.3667,2138.3667
"ef25b2adeb3b","Rotterdam","v_004","DTD","Rome","Athens",1690145,465,602,5,1269.2365,1053.5083,2322.7448
"791f63fa88e5","Athens","v_004","DTP","Dusseldorf","Madrid",1696210,490,674,4,1984.437,1448.2241,3432.6611
"0b2031241652","Barcelona","v_002","CRF","Venlo","Berlin",1680781,447,1093,5,1153.4178,512.8188,1666.2366
"3672cd1669f9","Barcelona","v_004","CRF","Rome","Madrid",1650404,421,565,4,859.9884,1366.4467,2226.4351
"5234e42107b2","Rotterdam","v_002","CRF","Hamburg","Budapest",1686435,455,1257,5,414.4489,928.2328,1342.6817
"0c4d2e440301","Athens","v_001","CRF","Hamburg","Berlin",1657063,498,1842,4,2025.2207,254.6944,2279.9151
"f1cb1dca48e9","Rotterdam","v_002","DTD","Venlo","Paris",1620510,422,1308,4,130.0459,392.9249,522.9708
"d5e3f90a917c","Rotterdam","v_001","CRF","","Lyon",1671461,420,1408,5,0,0,0
"4987e89c683a","Rotterdam","v_002","CRF","Hamburg","Cologne",1676564,555,1479,5,414.4489,357.1486,771.5975
"3d3faf3d5f15","Rotterdam","v_002","DTD","Rome","Athens",1692899,578,1318,2,1269.2365,1053.5083,2322.7448
"48fb0b5ec996","Athens","v_002","CRF","Rome","Munich",1699368,547,783,5,1053.5083,697.5485,1751.0568
"59138e429433","Rotterdam","v_004","DTD","Hamburg","Milan",1655373,476,1133,5,414.4489,901.2353,1315.6842
"09cb29d252fb","Rotterdam","v_002","CRF","Venlo","Naples",1668612,227,2483,4,130.0459,1328.0246,1458.0705
"f92f376dc559","Athens","v_003","CRF","Venlo","Berlin",1692955,442,567,1,2029.5726,512.8188,2542.3914
"bdd753453f81","Athens","v_004","DTD","Liege","Cologne",1679991,576,1664,1,2008.8628,103.0528,2111.9156
"7db5a539df06","Barcelona","v_004","CRF","Warsaw","Munich",1644308,500,1088,3,1870.1057,816.0497,2686.1554
"5da74522f968","Rotterdam","v_002","DTD","Lille","Amsterdam",1692724,554,1890,1,173.9644,231.1954,405.1598
"13e074799e2e","Rotterdam","v_001","DTD","Rome","Berlin",1666524,529,755,2,1269.2365,1183.0545,2452.291
"30612a8d8ccc","Athens","v_003","CRF","Dusseldorf","Athens",1677887,490,433,5,1984.437,1984.437,3968.874
"f89d9784d913","Athens","v_002","CRF","Dusseldorf","Rome",1699298,404,1084,4,1984.437,1125.029,3109.466
"11546b8e2044","Rotterdam","v_004","CRF","Hamburg","Berlin",1692115,591,1273,2,414.4489,254.6944,669.1433
"0a5010ddb526","Athens","v_001","CRF","Lille","Bucharest",1668127,436,594,5,2153.58,1857.0525,4010.6325
"68fc8d97f30b","Rotterdam","v_002","CRF","Warsaw","Lyon",1651126,475,1052,2,1135.6449,1384.9215,2520.5664
"5776e2b5fcc7","Rotterdam","v_002","DTD","Hamburg","Lyon",1699586,561,1622,1,414.4489,943.0273,1357.4762
"d1475c352646","Rotterdam","v_004","DTD","Hamburg","Madrid",1620510,469,1308,4,414.4489,1787.4018,2201.8507
"2d2dfc3dd120","Athens","v_002","CRF","Dusseldorf","Turin",1650404,460,565,4,1984.437,687.985,2672.422
"9a80d4be78cc","Barcelona","v_004","CRF","Venlo","Vienna",1650880,478,202,4,1153.4178,815.6854,1969.1032
"d8eaef06b5b1","Rotterdam","v_001","CRF","Dusseldorf","Madrid",1656246,440,727,0,177.3075,1448.2241,1625.5316
"c20e62958a3c","Barcelona","v_004","DTD","Rome","Naples",1646393,444,1066,5,859.9884,188.7287,1048.7171
"bf7b140804b5","Rotterdam","v_004","DTD","Lille","Milan",1681882,459,1335,0,173.9644,733.8784,907.8428
"5275506f7f5d","Rotterdam","v_002","DTP","Zaragoza","Munich",1657474,507,598,5,1212.1854,1217.1632,2429.3486
"9a81a243d797","Rotterdam","v_002","CRF","Bratislava","Amsterdam",1696488,557,2130,0,995.7185,987.7402,1983.4587
"869b55780a59","Rotterdam","v_004","DTD","Venlo","Vienna",1699372,573,1465,0,130.0459,815.6854,945.7313
"748d7d784504","Athens","v_002","CRF","Venlo","Paris",1654766,435,1139,2,2029.5726,392.9249,2422.4975
"6feab42bc6ae","Barcelona","v_004","CRF","Venlo","Vienna",1644062,521,862,5,1153.4178,815.6854,1969.1032
"4c94dec9d7d3","Rotterdam","v_002","CRF","Hamburg","Bremen",1699022,495,1611,4,414.4489,95.4791,509.928
"f4f6199295f9","Rotterdam","v_002","DTD","Hamburg","Amsterdam",1644308,570,1088,3,414.4489,367.2448,781.6937
"33f9e2bfabf8","Barcelona","v_004","CRF","Hamburg","Rome",1660577,491,1716,5,1473.6254,1309.179,2782.8044
"d098bbe57fc2","Barcelona","v_002","DTP","Venlo","Madrid",1690614,455,2357,1,1153.4178,1436.9241,2590.3419
"b69f003d92f4","Rotterdam","v_004","CRF","Hamburg","Bucharest",1699241,493,1863,2,414.4489,1547.9444,1962.3933
"5235360b3c72","Rotterdam","v_002","CRF","Warsaw","Copenhagen",1650715,512,1895,4,1135.6449,676.8236,1812.4685
"57316720dc1b","Barcelona","v_001","CRF","Rome","Athens",1699567,574,1725,2,0,1053.5083,1053.5083
"0537868342d2","Rotterdam","v_004","DTD","Dusseldorf","Naples",1655818,476,1936,2,177.3075,1290.0187,1467.3262
"72a033314073","Rotterdam","v_004","DTD","Warsaw","Munich",1685076,566,1501,2,1135.6449,816.0497,1951.6946
"db880bc8950e","Barcelona","v_004","DTD","Warsaw","Paris",1644050,479,1517,3,1870.1057,1376.6802,3246.7859
"e851902b2153","Barcelona","v_002","DTP","Venlo","Paris",1699315,531,1589,5,1153.4178,392.9249,1546.3427
"4a7dd84c56e8","Athens","v_002","CRF","Zaragoza","Marseille",1650880,496,202,4,2138.3667,545.3384,2683.7051
"530e6adcffa9","Rotterdam","v_003","DTD","Hamburg","Milan",1674853,536,1107,2,414.4489,901.2353,1315.6842
"b1c1eb472a83","Rotterdam","v_002","DTD","Zaragoza","Turin",1672721,426,1586,2,1212.1854,790.531,2002.7164
"b312589b5bf1","Athens","v_002","DTP","Hamburg","Copenhagen",1699799,507,153,3,2025.2207,289.9676,2315.1883
"39b570a169d6","Rotterdam","v_001","DTD","Rome","Stockholm",1700887,311,2609,5,1269.2365,1977.3389,3246.5754
"e9a5766cc698","Barcelona","v_002","CRF","Hamburg","Paris",1700097,492,474,2,1473.6254,747.9185,2221.5439
"85904c4c82b9","Barcelona","v_002","CRF","Hamburg","Berlin",1677891,511,1988,5,1473.6254,254.6944,1728.3198
"cd2374c7b936","Barcelona","v_002","CRF","Zaragoza","Barcelona",1680561,557,1887,4,257.0251,257.0251,514.0502
"6f85cb646900","Rotterdam","v_002","DTD","Lille","Marseille",1699766,513,1074,2,173.9644,834.5826,1008.547
"17cab4fcb477","Athens","v_002","CRF","Hamburg","Madrid",1680562,483,2249,5,2025.2207,1787.4018,3812.6225
"415f3441c7d1","Rotterdam","v_002","CRF","Lille","Bucharest",1682793,494,162,0,173.9644,1857.0525,2031.0169
"d9bf1cfcf5ab","Rotterdam","v_004","DTP","Liege","Malmö",1682210,546,1820,5,161.5622,742.0781,903.6403
"b7330b71817e","Athens","v_002","CRF","Warsaw","Madrid",1669701,579,1521,0,1597.0905,2297.8442,3894.9347
"53db82c59779","Rotterdam","v_002","DTD","Rome","Bucharest",1692948,421,773,0,1269.2365,1141.5506,2410.7871
"b649da7b9f34","Rotterdam","v_002","CRF","Warsaw","Naples",1669701,333,1521,0,1135.6449,1369.3514,2504.9963
"45e88f7be047","Rotterdam","v_002","CRF","Venlo","Berlin",1698997,498,1281,5,130.0459,512.8188,642.8647
"2bf894cd5baa","Rotterdam","v_004","DTD","Hamburg","Barcelona",1697781,538,1462,5,414.4489,1473.6254,1888.0743
"6d3f65dabbae","Athens","v_002","DTP","Hamburg","Madrid",1668716,462,957,5,2025.2207,1787.4018,3812.6225
"f2a6319b7272","Athens","v_002","DTD","Venlo","Naples",1681701,441,964,3,2029.5726,1328.0246,3357.5972
"3990e815243e","Barcelona","v_002","DTD","Liege","Turin",1689785,446,1683,4,1062.2681,639.8223,1702.0904
"e21f20c19b33","Rotterdam","v_002","DTD","Warsaw","Rome",1683560,481,1284,3,1135.6449,1319.6796,2455.3245
"153afee5a6a5","Rotterdam","v_004","CRF","Hamburg","Naples",1699371,554,1772,2,414.4489,1449.0449,1863.4938
"7afce3177dff","Barcelona","v_004","DTP","Venlo","Stockholm",1674635,539,1449,3,1153.4178,1159.0472,2312.465
"b1c73494c689","Athens","v_002","DTD","Warsaw","Milan",1690632,556,998,5,1597.0905,1149.4642,2746.5547
"afb3a16c25f0","Barcelona","v_004","DTD","Dusseldorf","Milan",1689788,475,1338,4,1149.4065,665.0376,1814.4441
"faeee31b8802","Athens","v_002","CRF","Dusseldorf","Bordeaux",1663341,543,1019,2,1984.437,896.2065,2880.6435
"a4cf9fe7d2f1","Barcelona","v_002","DTD","Venlo","Berlin",1696754,591,1444,0,1153.4178,512.8188,1666.2366
"dc084f8bf0f8","Rotterdam","v_004","CRF","Warsaw","Turin",1679995,481,1198,3,1135.6449,1264.7321,2400.377
"5f9cc57c6bfd","Rotterdam","v_002","DTD","Lille","Amsterdam",1684796,451,1727,5,173.9644,231.1954,405.1598
"bba12feebc1e","Athens","v_002","DTD","Venlo","Vienna",1660579,436,969,5,2029.5726,815.6854,2845.258
"e6fd5c4e0c77","Rotterdam","v_004","CRF","Hamburg","Barcelona",1666466,402,1072,5,414.4489,1473.6254,1888.0743
"c524ad443a0e","Rotterdam","v_004","CRF","Venlo","Helsinki",1683633,491,384,3,130.0459,1521.8218,1651.8677
"950a06661feb","Athens","v_004","CRF","Venlo","Valencia",1671836,453,944,5,0,1418.7254,1418.7254
"91f62c44a30b","Athens","v_002","CRF","Warsaw","Athens",1680562,523,2249,5,1597.0905,1597.0905,3194.181
"ebc72363e7e8","Barcelona","v_004","DTP","Venlo","Athens",1689554,511,1578,5,1153.4178,2029.5726,3182.9904
"47ab23fb1bd1","Athens","v_002","CRF","Warsaw","Copenhagen",1663341,481,1019,2,1597.0905,676.8236,2273.9141
"44a3dd9be2ca","Athens","v_002","DTD","Liege","Stockholm",1683634,443,1333,1,2008.8628,1250.3499,3259.2127
"9f15f1b012cf","Athens","v_004","DTD","Venlo","Munich",1699690,510,883,3,2029.5726,532.4769,2562.0495
"bab83794d70f","Barcelona","v_004","DTD","Warsaw","Milan",1697317,729,1693,5,1870.1057,1149.4642,3019.5699
"b703937c6e3b","Rotterdam","v_002","DTD","Warsaw","Munich",1683405,459,2594,3,1135.6449,816.0497,1951.6946
"d56f6b2cbc8d","Athens","v_002","CRF","Rome","Paris",1699948,310,2075,4,0,1108.5886,1108.5886
"6fa65ea6eef8","Rotterdam","v_003","DTD","Venlo","Bremen",1683634,442,1333,1,130.0459,260.756,390.8019
"0e2dc45dcde9","Barcelona","v_002","CRF","Rome","Lisbon",1656350,493,1172,2,859.9884,1866.532,2726.5204
"bef18ad27198","Rotterdam","v_004","DTP","Zaragoza","Stockholm",1690143,571,1409,5,1212.1854,2363.4114,3575.5968
"9e7642fff08e","Athens","v_004","DTP","Hamburg","Stockholm",1688575,456,1858,0,2025.2207,812.0226,2837.2433
"95f6d5c38b53","Athens","v_004","DTP","Venlo","Marseille",1693453,505,1154,0,0,902.042,902.042
"1e2318b7c017","Athens","v_002","CRF","Lille","Munich",1674853,414,1107,2,2153.58,677.1062,2830.6862
"96bb42199fce","Rotterdam","v_002","CRF","Dusseldorf","Amsterdam",1644308,471,1088,3,177.3075,182.1019,359.4094
"fecd1e396a9b","Athens","v_002","CRF","Warsaw","Cologne",1683935,490,1570,3,1597.0905,986.9986,2584.0891
"d9984ec21a70","Barcelona","v_004","DTD","Rome","Lyon",1686215,396,1755,5,859.9884,749.8862,1609.8746
"7ab4b3e25f4f","Rotterdam","v_004","CRF","Dusseldorf","Berlin",1690001,655,1700,1,177.3075,477.3717,654.6792
"ff014f855e99","Athens","v_002","DTD","Venlo","Lisbon",1682784,448,942,0,2029.5726,1846.475,3876.0476
"4ada9b23c6c2","Rotterdam","v_002","DTD","Venlo","Barcelona",1696210,526,674,4,130.0459,1153.4178,1283.4637
"fdfaf4f04cde","Barcelona","v_002","CRF","Venlo","Milan",1697872,498,171,5,1153.4178,696.3485,1849.7663
"de9330397d1b","Rotterdam","v_002","DTP","Dusseldorf","Bordeaux",1613321,510,1086,0,177.3075,896.2065,1073.514
"17200f6d1745","Rotterdam","v_002","CRF","Zaragoza","Turin",1692899,536,1318,2,1212.1854,790.531,2002.7164
"8ff0ed46292e","Barcelona","v_002","CRF","Hamburg","Prague",1644308,511,1088,3,1473.6254,491.0931,1964.7185
"94d3107c6e1d","Rotterdam","v_002","DTP","Venlo","Copenhagen",1688292,450,1739,0,130.0459,639.4113,769.4572
"8871122b2fb4","Barcelona","v_002","CRF","Venlo","Vienna",1651299,452,1200,1,1153.4178,815.6854,1969.1032
"d1da061e33b3","Rotterdam","v_004","CRF","Rome","Amsterdam",1690143,569,1409,5,1269.2365,1297.8466,2567.0831
"656b3cc992d7","Barcelona","v_004","CRF","Venlo","Madrid",1672347,566,1464,4,1153.4178,1436.9241,2590.3419
"44de66d3915b","Rotterdam","v_003","CRF","Hamburg","Copenhagen",1672986,487,508,2,414.4489,289.9676,704.4165
"89d8f88af226","Barcelona","v_002","DTP","Rome","Lyon",1699220,564,1512,5,859.9884,749.8862,1609.8746
"5b08e9f57424","Barcelona","v_004","DTD","Dusseldorf","Stockholm",1674853,560,1107,2,1149.4065,1149.3691,2298.7756
"ad14d97fd3a2","Rotterdam","v_002","DTD","Hamburg","Marseille",1681377,431,1142,2,414.4489,1189.9889,1604.4378
"09096bb611b9","Rotterdam","v_002","CRF","Warsaw","Paris",1643056,533,1575,5,1135.6449,1376.6802,2512.3251
"d6e5881946b4","Athens","v_002","CRF","Venlo","Stockholm",1690001,438,1700,1,2029.5726,1159.0472,3188.6198
"c473ad54dccc","Rotterdam","v_004","DTD","Venlo","Madrid",1662317,465,1195,5,130.0459,1436.9241,1566.97
"42859134d262","Rotterdam","v_002","DTD","Rome","Bordeaux",1657474,457,598,5,1269.2365,1106.8508,2376.0873
"b687bc3b5865","Rotterdam","v_002","DTD","Venlo","Berlin",1669685,488,1017,2,130.0459,512.8188,642.8647
"ef4ce239056e","Athens","v_002","CRF","Hamburg","Milan",1684755,504,1112,2,2025.2207,901.2353,2926.456
"e3a392a73c96","Athens","v_002","CRF","Venlo","Milan",1677692,468,975,5,2029.5726,696.3485,2725.9211
"f29c8dc1d9ce","Rotterdam","v_004","CRF","Lille","Cologne",1682983,555,1781,1,173.9644,276.7793,450.7437
"3fee9ced7df1","Rotterdam","v_003","CRF","Warsaw","Stockholm",1683700,501,1451,3,1135.6449,811.4601,1947.105
"eae47f9a7d62","Barcelona","v_002","DTD","Liege","Rome",1650715,337,1895,4,1062.2681,1107.929,2170.1971
"6936a7abbd14","Rotterdam","v_001","CRF","Liege","Milan",1681699,372,1141,3,161.5622,635.8256,797.3878
"b40aaa6c080a","Athens","v_002","CRF","Hamburg","Barcelona",1672706,523,1684,5,2025.2207,1473.6254,3498.8461
"a28985754f34","Rotterdam","v_002","CRF","Hamburg","Turin",1699952,456,1551,4,414.4489,958.1984,1372.6473
"5e4ab5d09b96","Rotterdam","v_002","DTP","Venlo","Marseille",1613321,439,1086,0,130.0459,902.042,1032.0879
"30b6de533de5","Athens","v_003","CRF","Warsaw","Berlin",1682850,457,1105,2,1597.0905,523.8994,2120.9899
"8e390a1c2d2c","Athens","v_002","DTD","Warsaw","Munich",1696754,438,1444,0,1597.0905,816.0497,2413.1402
"473f1a962ede","Rotterdam","v_004","DTD","Hamburg","Milan",1654497,564,1486,0,414.4489,901.2353,1315.6842
"cdd22399d27e","Barcelona","v_002","DTD","Rome","Barcelona",1639636,448,666,3,0,859.9884,859.9884
"5e6850c0b5b8","Rotterdam","v_004","CRF","Lille","Paris",1693117,515,535,3,173.9644,204.8496,378.814
"2f299d0ec47c","Rotterdam","v_004","DTP","Rome","Amsterdam",1646392,434,1663,1,1269.2365,1297.8466,2567.0831
"3d3b6c06c25f","Rotterdam","v_003","DTD","Hamburg","Amsterdam",1674380,531,888,4,414.4489,367.2448,781.6937
"4bffa9107998","Rotterdam","v_002","DTP","Hamburg","Vienna",1693104,493,1281,0,414.4489,743.8643,1158.3132
"72a3f0ec5537","Athens","v_004","CRF","Lille","Athens",1700558,509,983,0,2153.58,2153.58,4307.16
"6d7518f7df4c","Rotterdam","v_001","CRF","Venlo","Munich",1690001,527,1700,1,130.0459,532.4769,662.5228
"574a4af86d12","Athens","v_002","DTP","Liege","Lyon",1699283,490,1457,0,2008.8628,546.2179,2555.0807
"6b03bd020ae3","Barcelona","v_004","DTP","Venlo","Munich",1699794,561,2042,3,1153.4178,532.4769,1685.8947
"be07bd7ad6f2","Rotterdam","v_002","DTD","Liege","Barcelona",1700980,550,1443,2,161.5622,1062.2681,1223.8303
"64d624439568","Rotterdam","v_002","CRF","Warsaw","Turin",1682681,427,1215,3,1135.6449,1264.7321,2400.377
"af7008ac89f9","Barcelona","v_001","CRF","Lille","Vienna",1677692,410,975,5,1030.8249,1001.0708,2031.8957
"b86c7eaa2d76","Barcelona","v_004","DTP","Venlo","Paris",1678648,554,975,5,1153.4178,392.9249,1546.3427
"e2085e002389","Barcelona","v_001","DTD","Venlo","Milan",1695862,576,2016,5,1153.4178,696.3485,1849.7663
"dbf9bc3cc80f","Athens","v_004","CRF","Hamburg","Vienna",1652887,495,1062,3,2025.2207,743.8643,2769.085
"cc1e740044dc","Athens","v_002","CRF","Dusseldorf","Lyon",1682682,531,892,5,1984.437,624.6864,2609.1234
"ffbfb1e4c3e0","Rotterdam","v_003","DTD","Dusseldorf","Amsterdam",1620510,432,1308,4,177.3075,182.1019,359.4094
"e78c795ea6c0","Athens","v_003","CRF","Hamburg","Stockholm",1681883,427,1397,2,2025.2207,812.0226,2837.2433
"2a531c953f68","Rotterdam","v_002","CRF","Venlo","Barcelona",1702654,460,964,3,130.0459,1153.4178,1283.4637
"10ac097c352f","Barcelona","v_004","CRF","Venlo","Stockholm",1655985,550,1053,0,1153.4178,1159.0472,2312.465
"237bb6cef1d4","Rotterdam","v_002","DTD","Rome","Marseille",1681890,524,591,0,1269.2365,604.0216,1873.2581
"50c160fa3aa9","Athens","v_002","DTP","Hamburg","Munich",1663337,391,1255,3,2025.2207,612.2829,2637.5036
"2cc5a7abced9","Athens","v_002","DTD","Warsaw","Munich",1690614,500,2357,1,1597.0905,816.0497,2413.1402
"6471d913b5c9","Barcelona","v_004","CRF","Dusseldorf","Copenhagen",1644308,526,1088,3,1149.4065,627.7653,1777.1718
"2e72493a9a2d","Rotterdam","v_004","CRF","Venlo","Lyon",1686435,368,1257,5,130.0459,634.0662,764.1121
"684507d487f2","Athens","v_002","DTD","Dusseldorf","Lyon",1658528,448,638,5,1984.437,624.6864,2609.1234
"d9da752ce93c","Rotterdam","v_002","DTD","Hamburg","Madrid",1668094,703,2070,3,414.4489,1787.4018,2201.8507
"592f7c8ec6b7","Rotterdam","v_002","CRF","Bratislava","Munich",1653969,474,1612,0,995.7185,411.7316,1407.4501
"0c40165e2edf","Rotterdam","v_002","CRF","Venlo","Marseille",1700097,503,474,2,130.0459,902.042,1032.0879
"659360f8a7ca","Rotterdam","v_001","DTD","Venlo","Turin",1692994,427,1613,3,130.0459,712.3703,842.4162
"ac510e0baeb5","Rotterdam","v_001","CRF","","Helsinki",1663337,479,1255,3,0,0,0
"99da2c4ef7f5","Barcelona","v_002","DTD","Zaragoza","Marseille",1685963,398,1230,0,0,545.3384,545.3384
"360be9c94cc4","Rotterdam","v_004","CRF","Rome","Berlin",1613321,543,1086,0,1269.2365,1183.0545,2452.291
"4ecdbaf15055","Rotterdam","v_003","CRF","Warsaw","Berlin",1689543,503,1977,5,1135.6449,523.8994,1659.5443
"9d5f01ce0753","Rotterdam","v_004","DTP","Liege","Lisbon",1613321,439,1086,0,161.5622,1759.8255,1921.3877
"d884b589c9c5","Athens","v_002","CRF","Hamburg","Marseille",1682754,552,819,5,2025.2207,1189.9889,3215.2096
"c4f722586cfb","Rotterdam","v_002","CRF","Warsaw","Turin",1701972,560,1589,5,1135.6449,1264.7321,2400.377
"56effdc451b2","Rotterdam","v_002","DTD","Hamburg","Lyon",1675662,388,1735,0,414.4489,943.0273,1357.4762
"5a9e1a401934","Rotterdam","v_004","CRF","Venlo","Berlin",1699337,612,2386,2,130.0459,512.8188,642.8647
"539a5d92b9f5","Rotterdam","v_004","CRF","Hamburg","Madrid",1657013,474,1285,0,414.4489,1787.4018,2201.8507
"e7c6fa499b87","Rotterdam","v_002","CRF","Venlo","Milan",1684808,361,1705,3,130.0459,696.3485,826.3944
"648ecd31e0f1","Athens","v_002","DTD","Venlo","Munich",1689457,514,1058,2,2029.5726,532.4769,2562.0495
"017d52a79375","Rotterdam","v_001","CRF","","Milan",1683633,484,384,3,0,0,0
"7989182f7fa3","Rotterdam","v_004","DTP","Rome","Stockholm",1699166,408,1089,5,1269.2365,1977.3389,3246.5754
"91a349e06ae8","Rotterdam","v_004","CRF","Dusseldorf","Rome",1693192,455,1159,3,177.3075,1125.029,1302.3365
"b19271546cef","Rotterdam","v_002","CRF","Dusseldorf","Naples",1651377,459,1372,4,177.3075,1290.0187,1467.3262
"7c1e66abf19d","Athens","v_002","CRF","Bratislava","Amsterdam",1689785,557,1683,4,0,987.7402,987.7402
"1434bd87d512","Athens","v_002","DTP","Venlo","Naples",1687346,506,2373,3,2029.5726,1328.0246,3357.5972
"c53fc51e453d","Rotterdam","v_004","DTD","Lille","Madrid",1676565,502,1758,2,173.9644,1251.5675,1425.5319
"d4f82381eef9","Athens","v_004","CRF","Hamburg","Madrid",1613321,411,1086,0,2025.2207,1787.4018,3812.6225
"04c7ac04a84b","Rotterdam","v_002","DTP","Dusseldorf","Amsterdam",1682739,467,1766,4,177.3075,182.1019,359.4094
"a7b35edec51b","Athens","v_004","CRF","Lille","Copenhagen",1695062,419,1664,2,2153.58,847.3082,3000.8882
"daf5f4b0a795","Rotterdam","v_002","DTD","Venlo","Copenhagen",1699425,477,893,5,130.0459,639.4113,769.4572
"54f67b1d4ee2","Rotterdam","v_002","DTD","Venlo","Bordeaux",1686463,706,1910,5,130.0459,883.3809,1013.4268
"a319f19f58a8","Rotterdam","v_004","DTP","Liege","Madrid",1689781,416,804,5,161.5622,1345.7935,1507.3557
"b3934cf4e9ab","Rotterdam","v_004","CRF","Warsaw","Athens",1652080,423,1486,2,1135.6449,1597.0905,2732.7354
"f039ed96501e","Rotterdam","v_002","CRF","Rome","Malmö",1697083,408,2127,3,1269.2365,1525.2925,2794.529
"ad8955a29c13","Athens","v_002","DTD","Zaragoza","Vienna",1683407,556,2199,1,2138.3667,1539.7663,3678.133
"01cb64d91325","Barcelona","v_004","DTD","Lille","Stockholm",1662274,489,1569,0,1030.8249,1357.4387,2388.2636
"9348ef82cdbf","Athens","v_004","DTP","Rome","Vienna",1689554,554,1578,5,1053.5083,765.5193,1819.0276
"d11d7df5925b","Barcelona","v_004","DTD","Venlo","Paris",1682742,475,1059,5,1153.4178,392.9249,1546.3427
"876133cce3aa","Barcelona","v_002","DTD","Hamburg","Berlin",1680966,446,2251,2,1473.6254,254.6944,1728.3198
"341a529c05e3","Athens","v_003","DTD","Hamburg","Bremen",1672245,480,1065,4,2025.2207,95.4791,2120.6998
"fb3bf22f2389","Barcelona","v_001","DTD","Warsaw","Rome",1696754,453,1444,0,1870.1057,1319.6796,3189.7853
"cfeaccd2a217","Rotterdam","v_002","CRF","Warsaw","Copenhagen",1660585,395,1290,3,1135.6449,676.8236,1812.4685
"048563de6e85","Rotterdam","v_004","CRF","Hamburg","Athens",1680210,503,216,2,414.4489,2025.2207,2439.6696
"048ea1993d3b","Rotterdam","v_002","DTD","Bratislava","Cologne",1679995,407,1198,3,995.7185,796.365,1792.0835
"c6e10945ac27","Athens","v_002","DTD","Warsaw","Madrid",1696757,519,1509,5,1597.0905,2297.8442,3894.9347
"82120fca6ae0","Athens","v_004","DTD","Venlo","Copenhagen",1699564,502,1089,3,2029.5726,639.4113,2668.9839
"f9fc00b849e0","Barcelona","v_002","CRF","Venlo","Rome",1663347,453,669,0,1153.4178,1160.8464,2314.2642
"9d7811e19c09","Rotterdam","v_004","DTP","Lille","Stockholm",1689556,463,683,5,173.9644,1357.4387,1531.4031
"e66f15a82ac5","Rotterdam","v_004","DTD","Rome","Madrid",1657437,450,674,2,1269.2365,1366.4467,2635.6832
"a55d216f5baf","Barcelona","v_003","CRF","Rome","Vienna",1701405,504,1294,2,859.9884,765.5193,1625.5077
"e5c7ec1262cc","Rotterdam","v_002","DTD","Hamburg","Athens",1683190,471,595,1,414.4489,2025.2207,2439.6696
"88e6816f2ef9","Rotterdam","v_004","DTP","Hamburg","Naples",1682745,467,1576,5,414.4489,1449.0449,1863.4938
"ce78fe49059e","Barcelona","v_002","DTD","Venlo","Copenhagen",1644308,503,1088,3,0,639.4113,639.4113
"fd84d5f227cc","Rotterdam","v_004","CRF","Venlo","Lyon",1649008,536,1243,1,130.0459,634.0662,764.1121
"65489600fbf5","Rotterdam","v_002","DTD","Hamburg","Marseille",1668094,382,2070,3,414.4489,1189.9889,1604.4378
"f360048d708f","Athens","v_002","CRF","Hamburg","Athens",1700035,467,976,4,2025.2207,2025.2207,4050.4414
"801646d3d48a","Athens","v_004","DTD","Zaragoza","Amsterdam",1666957,452,901,2,2138.3667,1269.1074,3407.4741
"9fce2d817805","Rotterdam","v_002","DTP","Liege","Munich",1657063,638,1842,4,161.5622,517.1005,678.6627
"b179eb0ed0a9","Rotterdam","v_002","DTD","Rome","Berlin",1694720,421,1377,3,1269.2365,1183.0545,2452.291
"10628f2fb75f","Rotterdam","v_004","CRF","Venlo","Barcelona",1683392,630,1822,5,130.0459,1153.4178,1283.4637
"32fb61701543","Rotterdam","v_004","DTD","Dusseldorf","Paris",1696456,530,1967,2,177.3075,413.6191,590.9266
